vgs ,M0:vdsat vds 0 ,M0:vdsat vds 0.1 ,M0:vdsat vds 0.2 ,M0:vdsat vds 0.3 ,M0:vdsat vds 0.4 ,M0:vdsat vds 0.5 ,M0:vdsat vds 0.6 ,M0:vdsat vds 0.7 ,M0:vdsat vds 0.8 ,M0:vdsat vds 0.9 ,M0:vdsat vds 1 ,M0:vdsat vds 1.1 ,M0:vdsat vds 1.2 ,M0:self_gain vds 0 ,M0:self_gain vds 0.1 ,M0:self_gain vds 0.2 ,M0:self_gain vds 0.3 ,M0:self_gain vds 0.4 ,M0:self_gain vds 0.5 ,M0:self_gain vds 0.6 ,M0:self_gain vds 0.7 ,M0:self_gain vds 0.8 ,M0:self_gain vds 0.9 ,M0:self_gain vds 1 ,M0:self_gain vds 1.1 ,M0:self_gain vds 1.2 ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:ron vds 0 ,M0:ron vds 0.1 ,M0:ron vds 0.2 ,M0:ron vds 0.3 ,M0:ron vds 0.4 ,M0:ron vds 0.5 ,M0:ron vds 0.6 ,M0:ron vds 0.7 ,M0:ron vds 0.8 ,M0:ron vds 0.9 ,M0:ron vds 1 ,M0:ron vds 1.1 ,M0:ron vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cdb vds 0 ,M0:cdb vds 0.1 ,M0:cdb vds 0.2 ,M0:cdb vds 0.3 ,M0:cdb vds 0.4 ,M0:cdb vds 0.5 ,M0:cdb vds 0.6 ,M0:cdb vds 0.7 ,M0:cdb vds 0.8 ,M0:cdb vds 0.9 ,M0:cdb vds 1 ,M0:cdb vds 1.1 ,M0:cdb vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 ,M0:cgb vds 0 ,M0:cgb vds 0.1 ,M0:cgb vds 0.2 ,M0:cgb vds 0.3 ,M0:cgb vds 0.4 ,M0:cgb vds 0.5 ,M0:cgb vds 0.6 ,M0:cgb vds 0.7 ,M0:cgb vds 0.8 ,M0:cgb vds 0.9 ,M0:cgb vds 1 ,M0:cgb vds 1.1 ,M0:cgb vds 1.2 
0.000,101.8E-3,101.9E-3,102.1E-3,102.3E-3,102.5E-3,102.8E-3,103.0E-3,103.2E-3,103.4E-3,103.7E-3,103.9E-3,104.1E-3,104.3E-3,0.000,5.205,8.256,8.600,8.718,8.785,8.833,8.872,8.907,8.939,8.968,8.996,9.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,INF,187.6E6,256.6E6,279.5E6,272.8E6,250.6E6,221.7E6,191.1E6,161.7E6,135.0E6,111.5E6,91.30E6,74.29E6,8.293E-12,547.5E-12,803.1E-12,1.111E-9,1.522E-9,2.076E-9,2.820E-9,3.819E-9,5.156E-9,6.941E-9,9.322E-9,12.49E-9,16.71E-9,0.000,27.21,27.14,27.06,26.99,26.91,26.83,26.76,26.68,26.60,26.52,26.45,26.37,0.000,962.7E-12,1.375E-9,1.845E-9,2.453E-9,3.247E-9,4.282E-9,5.632E-9,7.387E-9,9.663E-9,12.61E-9,16.41E-9,21.30E-9,0.000,14.51E-9,21.16E-9,29.05E-9,39.57E-9,53.68E-9,72.62E-9,98.01E-9,132.0E-9,177.4E-9,238.0E-9,318.7E-9,426.0E-9,10.53E-9,2.787E-9,2.562E-9,3.378E-9,4.539E-9,6.111E-9,8.222E-9,11.05E-9,14.82E-9,19.85E-9,26.53E-9,35.42E-9,47.22E-9,0.000,2.801E6,4.124E6,5.710E6,7.829E6,10.68E6,14.50E6,19.64E6,26.52E6,35.73E6,48.03E6,64.44E6,86.27E6,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,320.3E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18
50.00E-3,101.8E-3,101.9E-3,102.1E-3,102.4E-3,102.6E-3,102.8E-3,103.0E-3,103.2E-3,103.5E-3,103.7E-3,103.9E-3,104.1E-3,104.4E-3,0.000,5.241,8.363,8.718,8.839,8.908,8.957,8.997,9.032,9.064,9.094,9.122,9.147,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,INF,48.08E6,65.99E6,72.15E6,70.71E6,65.22E6,57.91E6,50.12E6,42.57E6,35.67E6,29.58E6,24.32E6,19.87E6,8.280E-12,2.094E-9,3.054E-9,4.195E-9,5.713E-9,7.747E-9,10.47E-9,14.12E-9,19.00E-9,25.50E-9,34.16E-9,45.67E-9,60.94E-9,0.000,27.24,27.17,27.10,27.02,26.94,26.86,26.78,26.70,26.62,26.54,26.46,26.37,0.000,3.685E-9,5.243E-9,7.006E-9,9.277E-9,12.23E-9,16.06E-9,21.03E-9,27.47E-9,35.77E-9,46.46E-9,60.19E-9,77.78E-9,0.000,56.67E-9,82.36E-9,112.7E-9,152.8E-9,206.5E-9,278.3E-9,374.0E-9,501.7E-9,671.6E-9,897.3E-9,1.197E-6,1.593E-6,41.16E-9,10.81E-9,9.848E-9,12.92E-9,17.29E-9,23.18E-9,31.07E-9,41.58E-9,55.55E-9,74.09E-9,98.67E-9,131.2E-9,174.1E-9,0.000,10.88E6,15.96E6,22.03E6,30.11E6,40.92E6,55.39E6,74.74E6,100.6E6,135.0E6,180.7E6,241.4E6,321.9E6,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,320.9E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18
100.0E-3,101.9E-3,102.0E-3,102.2E-3,102.4E-3,102.6E-3,102.8E-3,103.1E-3,103.3E-3,103.5E-3,103.7E-3,104.0E-3,104.2E-3,104.4E-3,0.000,5.276,8.471,8.840,8.964,9.034,9.084,9.124,9.160,9.193,9.223,9.251,9.276,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,12.30E6,16.95E6,18.60E6,18.30E6,16.95E6,15.11E6,13.13E6,11.20E6,9.427E6,7.850E6,6.484E6,5.323E6,8.243E-12,8.143E-9,11.82E-9,16.16E-9,21.91E-9,29.58E-9,39.81E-9,53.46E-9,71.62E-9,95.74E-9,127.7E-9,170.1E-9,226.0E-9,0.000,27.27,27.20,27.12,27.04,26.95,26.87,26.78,26.69,26.60,26.51,26.41,26.30,0.000,14.14E-9,20.04E-9,26.66E-9,35.15E-9,46.12E-9,60.31E-9,78.61E-9,102.2E-9,132.4E-9,171.1E-9,220.4E-9,283.0E-9,0.000,221.7E-9,321.0E-9,437.3E-9,590.9E-9,795.0E-9,1.067E-6,1.428E-6,1.906E-6,2.540E-6,3.377E-6,4.479E-6,5.929E-6,161.1E-9,42.02E-9,37.89E-9,49.47E-9,65.91E-9,88.00E-9,117.4E-9,156.5E-9,208.1E-9,276.3E-9,366.1E-9,484.2E-9,639.2E-9,0.000,42.36E6,61.88E6,85.10E6,115.9E6,157.0E6,211.8E6,284.6E6,381.3E6,509.5E6,679.0E6,902.6E6,1.197E9,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18
150.0E-3,101.9E-3,102.0E-3,102.2E-3,102.4E-3,102.6E-3,102.9E-3,103.1E-3,103.3E-3,103.6E-3,103.8E-3,104.0E-3,104.3E-3,104.5E-3,0.000,5.308,8.581,8.963,9.091,9.163,9.213,9.254,9.290,9.323,9.353,9.380,9.405,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,3.145E6,4.349E6,4.794E6,4.737E6,4.406E6,3.947E6,3.446E6,2.955E6,2.499E6,2.094E6,1.740E6,1.439E6,8.177E-12,31.81E-9,46.01E-9,62.62E-9,84.50E-9,113.6E-9,152.1E-9,203.3E-9,271.0E-9,360.3E-9,478.0E-9,632.5E-9,834.7E-9,0.000,27.28,27.20,27.12,27.02,26.92,26.82,26.71,26.59,26.46,26.31,26.15,25.96,0.000,54.30E-9,76.67E-9,101.5E-9,133.2E-9,173.9E-9,226.1E-9,292.9E-9,378.2E-9,486.6E-9,623.6E-9,796.0E-9,1.011E-6,0.000,867.3E-9,1.251E-6,1.697E-6,2.282E-6,3.055E-6,4.077E-6,5.426E-6,7.200E-6,9.528E-6,12.57E-6,16.53E-6,21.65E-6,630.9E-9,163.4E-9,145.8E-9,189.3E-9,251.0E-9,333.4E-9,442.5E-9,586.3E-9,775.1E-9,1.022E-6,1.344E-6,1.762E-6,2.302E-6,0.000,165.2E6,240.1E6,328.7E6,446.0E6,601.6E6,807.6E6,1.080E9,1.438E9,1.909E9,2.525E9,3.327E9,4.368E9,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,94.47E-18,94.47E-18,94.47E-18,94.47E-18,94.47E-18,94.47E-18,94.47E-18,94.47E-18,94.47E-18,94.47E-18,94.47E-18,94.47E-18,94.47E-18
200.0E-3,101.9E-3,102.0E-3,102.3E-3,102.5E-3,102.7E-3,103.0E-3,103.2E-3,103.5E-3,103.7E-3,104.0E-3,104.3E-3,104.6E-3,104.9E-3,0.000,5.329,8.689,9.088,9.220,9.293,9.344,9.385,9.420,9.452,9.481,9.506,9.528,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,804.8E3,1.117E6,1.238E6,1.230E6,1.151E6,1.037E6,912.2E3,788.4E3,673.1E3,569.7E3,479.3E3,401.8E3,8.077E-12,124.3E-9,179.0E-9,242.4E-9,325.3E-9,434.6E-9,578.5E-9,767.5E-9,1.015E-6,1.337E-6,1.756E-6,2.295E-6,2.987E-6,0.000,27.23,27.13,27.02,26.88,26.74,26.57,26.38,26.16,25.91,25.61,25.27,24.88,0.000,208.1E-9,292.4E-9,384.8E-9,501.2E-9,648.9E-9,836.1E-9,1.072E-6,1.367E-6,1.734E-6,2.186E-6,2.736E-6,3.398E-6,0.000,3.383E-6,4.857E-6,6.548E-6,8.744E-6,11.62E-6,15.37E-6,20.24E-6,26.54E-6,34.64E-6,44.96E-6,58.00E-6,74.31E-6,2.467E-6,634.8E-9,559.0E-9,720.5E-9,948.4E-9,1.250E-6,1.645E-6,2.157E-6,2.818E-6,3.665E-6,4.742E-6,6.101E-6,7.799E-6,0.000,643.0E6,928.5E6,1.263E9,1.702E9,2.280E9,3.036E9,4.020E9,5.294E9,6.932E9,9.022E9,11.67E9,14.98E9,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,717.1E-18,373.7E-18,373.7E-18,373.7E-18,373.7E-18,373.7E-18,373.7E-18,373.7E-18,373.7E-18,373.7E-18,373.7E-18,373.7E-18,373.7E-18,373.7E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.7E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.5E-18,569.7E-18,560.5E-18,552.0E-18,373.7E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,92.89E-18,92.91E-18,92.91E-18,92.91E-18,92.91E-18,92.91E-18,92.91E-18,92.91E-18,92.91E-18,92.91E-18,92.91E-18,92.91E-18,92.91E-18
250.0E-3,102.0E-3,102.1E-3,102.4E-3,102.6E-3,102.9E-3,103.2E-3,103.5E-3,103.8E-3,104.2E-3,104.6E-3,105.1E-3,105.6E-3,106.2E-3,0.000,5.304,8.781,9.206,9.345,9.419,9.469,9.508,9.542,9.571,9.596,9.618,9.636,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,207.4E3,289.6E3,323.4E3,324.2E3,306.6E3,279.8E3,249.5E3,219.2E3,190.6E3,164.8E3,142.0E3,122.2E3,7.936E-12,482.1E-9,690.7E-9,927.8E-9,1.234E-6,1.631E-6,2.145E-6,2.806E-6,3.650E-6,4.721E-6,6.068E-6,7.746E-6,9.817E-6,0.000,26.94,26.80,26.59,26.33,26.03,25.69,25.29,24.84,24.33,23.76,23.15,22.49,0.000,785.6E-9,1.095E-6,1.425E-6,1.829E-6,2.329E-6,2.943E-6,3.688E-6,4.582E-6,5.639E-6,6.872E-6,8.287E-6,9.887E-6,0.000,12.99E-6,18.51E-6,24.67E-6,32.49E-6,42.46E-6,55.09E-6,70.95E-6,90.66E-6,114.9E-6,144.2E-6,179.3E-6,220.7E-6,9.537E-6,2.449E-6,2.108E-6,2.679E-6,3.476E-6,4.507E-6,5.818E-6,7.462E-6,9.501E-6,12.00E-6,15.03E-6,18.64E-6,22.91E-6,0.000,2.461E9,3.522E9,4.728E9,6.285E9,8.288E9,10.83E9,14.04E9,18.02E9,22.91E9,28.85E9,35.97E9,44.39E9,717.3E-18,717.2E-18,717.2E-18,717.2E-18,717.2E-18,717.2E-18,717.2E-18,717.2E-18,717.2E-18,717.2E-18,717.2E-18,717.2E-18,717.2E-18,376.1E-18,376.4E-18,376.4E-18,376.4E-18,376.4E-18,376.4E-18,376.4E-18,376.4E-18,376.4E-18,376.4E-18,376.4E-18,376.4E-18,376.4E-18,717.3E-18,695.2E-18,675.5E-18,657.8E-18,641.7E-18,627.1E-18,613.7E-18,601.4E-18,590.0E-18,579.5E-18,569.7E-18,560.6E-18,552.1E-18,376.1E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,91.18E-18,91.31E-18,91.31E-18,91.31E-18,91.31E-18,91.31E-18,91.31E-18,91.31E-18,91.31E-18,91.31E-18,91.31E-18,91.31E-18,91.31E-18
300.0E-3,102.3E-3,102.4E-3,102.7E-3,103.1E-3,103.5E-3,104.0E-3,104.5E-3,105.2E-3,105.9E-3,106.7E-3,107.7E-3,108.8E-3,110.0E-3,0.000,5.126,8.811,9.299,9.451,9.528,9.577,9.615,9.645,9.671,9.693,9.711,9.725,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,INF,55.06E3,77.61E3,88.04E3,89.94E3,86.91E3,81.26E3,74.46E3,67.38E3,60.52E3,54.14E3,48.36E3,43.20E3,7.739E-12,1.816E-6,2.577E-6,3.408E-6,4.447E-6,5.753E-6,7.384E-6,9.401E-6,11.87E-6,14.87E-6,18.47E-6,22.75E-6,27.78E-6,0.000,25.93,25.68,25.24,24.73,24.15,23.52,22.84,22.13,21.38,20.60,19.81,19.02,0.000,2.802E-6,3.852E-6,4.885E-6,6.087E-6,7.492E-6,9.115E-6,10.96E-6,13.04E-6,15.33E-6,17.81E-6,20.47E-6,23.26E-6,0.000,47.09E-6,66.17E-6,86.01E-6,110.0E-6,138.9E-6,173.7E-6,214.8E-6,262.7E-6,317.9E-6,380.6E-6,450.7E-6,528.3E-6,35.39E-6,9.185E-6,7.509E-6,9.249E-6,11.64E-6,14.58E-6,18.13E-6,22.34E-6,27.24E-6,32.87E-6,39.26E-6,46.42E-6,54.33E-6,0.000,8.806E9,12.41E9,16.23E9,20.93E9,26.69E9,33.63E9,41.86E9,51.47E9,62.55E9,75.13E9,89.23E9,104.8E9,718.0E-18,717.8E-18,717.8E-18,717.8E-18,717.8E-18,717.8E-18,717.8E-18,717.8E-18,717.8E-18,717.8E-18,717.8E-18,717.8E-18,717.8E-18,386.6E-18,388.4E-18,388.4E-18,388.4E-18,388.4E-18,388.4E-18,388.4E-18,388.4E-18,388.4E-18,388.4E-18,388.4E-18,388.4E-18,388.4E-18,718.0E-18,695.5E-18,675.8E-18,658.1E-18,642.0E-18,627.4E-18,614.0E-18,601.7E-18,590.4E-18,579.8E-18,570.1E-18,560.9E-18,552.4E-18,386.6E-18,373.4E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,88.43E-18,89.12E-18,89.13E-18,89.13E-18,89.13E-18,89.13E-18,89.13E-18,89.13E-18,89.13E-18,89.13E-18,89.13E-18,89.13E-18,89.13E-18
