vsg ,M0:vearly vsd 0  (V),M0:vearly vsd 0.1  (V),M0:vearly vsd 0.2  (V),M0:vearly vsd 0.3  (V),M0:vearly vsd 0.4  (V),M0:vearly vsd 0.5  (V),M0:vearly vsd 0.6  (V),M0:vearly vsd 0.7  (V),M0:vearly vsd 0.8  (V),M0:vearly vsd 0.9  (V),M0:vearly vsd 1  (V),M0:vearly vsd 1.1  (V),M0:vearly vsd 1.2  (V),M0:vdsat vsd 0 ,M0:vdsat vsd 0.1 ,M0:vdsat vsd 0.2 ,M0:vdsat vsd 0.3 ,M0:vdsat vsd 0.4 ,M0:vdsat vsd 0.5 ,M0:vdsat vsd 0.6 ,M0:vdsat vsd 0.7 ,M0:vdsat vsd 0.8 ,M0:vdsat vsd 0.9 ,M0:vdsat vsd 1 ,M0:vdsat vsd 1.1 ,M0:vdsat vsd 1.2 ,M0:self_gain vsd 0 ,M0:self_gain vsd 0.1 ,M0:self_gain vsd 0.2 ,M0:self_gain vsd 0.3 ,M0:self_gain vsd 0.4 ,M0:self_gain vsd 0.5 ,M0:self_gain vsd 0.6 ,M0:self_gain vsd 0.7 ,M0:self_gain vsd 0.8 ,M0:self_gain vsd 0.9 ,M0:self_gain vsd 1 ,M0:self_gain vsd 1.1 ,M0:self_gain vsd 1.2 ,M0:id vsd 0 ,M0:id vsd 0.1 ,M0:id vsd 0.2 ,M0:id vsd 0.3 ,M0:id vsd 0.4 ,M0:id vsd 0.5 ,M0:id vsd 0.6 ,M0:id vsd 0.7 ,M0:id vsd 0.8 ,M0:id vsd 0.9 ,M0:id vsd 1 ,M0:id vsd 1.1 ,M0:id vsd 1.2 ,M0:region vsd 0 ,M0:region vsd 0.1 ,M0:region vsd 0.2 ,M0:region vsd 0.3 ,M0:region vsd 0.4 ,M0:region vsd 0.5 ,M0:region vsd 0.6 ,M0:region vsd 0.7 ,M0:region vsd 0.8 ,M0:region vsd 0.9 ,M0:region vsd 1 ,M0:region vsd 1.1 ,M0:region vsd 1.2 ,M0:gmoverid vsd 0 ,M0:gmoverid vsd 0.1 ,M0:gmoverid vsd 0.2 ,M0:gmoverid vsd 0.3 ,M0:gmoverid vsd 0.4 ,M0:gmoverid vsd 0.5 ,M0:gmoverid vsd 0.6 ,M0:gmoverid vsd 0.7 ,M0:gmoverid vsd 0.8 ,M0:gmoverid vsd 0.9 ,M0:gmoverid vsd 1 ,M0:gmoverid vsd 1.1 ,M0:gmoverid vsd 1.2 ,M0:gm vsd 0 ,M0:gm vsd 0.1 ,M0:gm vsd 0.2 ,M0:gm vsd 0.3 ,M0:gm vsd 0.4 ,M0:gm vsd 0.5 ,M0:gm vsd 0.6 ,M0:gm vsd 0.7 ,M0:gm vsd 0.8 ,M0:gm vsd 0.9 ,M0:gm vsd 1 ,M0:gm vsd 1.1 ,M0:gm vsd 1.2 ,M0:gmbs vsd 0 ,M0:gmbs vsd 0.1 ,M0:gmbs vsd 0.2 ,M0:gmbs vsd 0.3 ,M0:gmbs vsd 0.4 ,M0:gmbs vsd 0.5 ,M0:gmbs vsd 0.6 ,M0:gmbs vsd 0.7 ,M0:gmbs vsd 0.8 ,M0:gmbs vsd 0.9 ,M0:gmbs vsd 1 ,M0:gmbs vsd 1.1 ,M0:gmbs vsd 1.2 ,M0:gds vsd 0 ,M0:gds vsd 0.1 ,M0:gds vsd 0.2 ,M0:gds vsd 0.3 ,M0:gds vsd 0.4 ,M0:gds vsd 0.5 ,M0:gds vsd 0.6 ,M0:gds vsd 0.7 ,M0:gds vsd 0.8 ,M0:gds vsd 0.9 ,M0:gds vsd 1 ,M0:gds vsd 1.1 ,M0:gds vsd 1.2 ,M0:ft vsd 0 ,M0:ft vsd 0.1 ,M0:ft vsd 0.2 ,M0:ft vsd 0.3 ,M0:ft vsd 0.4 ,M0:ft vsd 0.5 ,M0:ft vsd 0.6 ,M0:ft vsd 0.7 ,M0:ft vsd 0.8 ,M0:ft vsd 0.9 ,M0:ft vsd 1 ,M0:ft vsd 1.1 ,M0:ft vsd 1.2 ,M0:csb vsd 0 ,M0:csb vsd 0.1 ,M0:csb vsd 0.2 ,M0:csb vsd 0.3 ,M0:csb vsd 0.4 ,M0:csb vsd 0.5 ,M0:csb vsd 0.6 ,M0:csb vsd 0.7 ,M0:csb vsd 0.8 ,M0:csb vsd 0.9 ,M0:csb vsd 1 ,M0:csb vsd 1.1 ,M0:csb vsd 1.2 ,M0:cgs vsd 0 ,M0:cgs vsd 0.1 ,M0:cgs vsd 0.2 ,M0:cgs vsd 0.3 ,M0:cgs vsd 0.4 ,M0:cgs vsd 0.5 ,M0:cgs vsd 0.6 ,M0:cgs vsd 0.7 ,M0:cgs vsd 0.8 ,M0:cgs vsd 0.9 ,M0:cgs vsd 1 ,M0:cgs vsd 1.1 ,M0:cgs vsd 1.2 ,M0:cgd vsd 0 ,M0:cgd vsd 0.1 ,M0:cgd vsd 0.2 ,M0:cgd vsd 0.3 ,M0:cgd vsd 0.4 ,M0:cgd vsd 0.5 ,M0:cgd vsd 0.6 ,M0:cgd vsd 0.7 ,M0:cgd vsd 0.8 ,M0:cgd vsd 0.9 ,M0:cgd vsd 1 ,M0:cgd vsd 1.1 ,M0:cgd vsd 1.2 ,M0:cdb vsd 0 ,M0:cdb vsd 0.1 ,M0:cdb vsd 0.2 ,M0:cdb vsd 0.3 ,M0:cdb vsd 0.4 ,M0:cdb vsd 0.5 ,M0:cdb vsd 0.6 ,M0:cdb vsd 0.7 ,M0:cdb vsd 0.8 ,M0:cdb vsd 0.9 ,M0:cdb vsd 1 ,M0:cdb vsd 1.1 ,M0:cdb vsd 1.2 
0.000,0.000,336.9E-3,557.4E-3,597.7E-3,619.7E-3,633.5E-3,642.8E-3,649.4E-3,654.3E-3,658.1E-3,661.1E-3,663.5E-3,665.4E-3,-83.34E-3,-83.40E-3,-83.42E-3,-83.43E-3,-83.44E-3,-83.45E-3,-83.46E-3,-83.47E-3,-83.48E-3,-83.49E-3,-83.50E-3,-83.51E-3,-83.51E-3,0.000,9.975,16.51,17.70,18.36,18.78,19.06,19.27,19.42,19.54,19.64,19.71,19.78,-342.7E-15,-46.55E-12,-58.18E-12,-70.49E-12,-85.07E-12,-102.6E-12,-124.0E-12,-150.0E-12,-181.8E-12,-221.5E-12,-274.7E-12,-356.6E-12,-502.8E-12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.61,29.61,29.62,29.63,29.65,29.66,29.67,29.68,29.69,29.70,29.71,29.73,0.000,1.349E-9,1.662E-9,1.975E-9,2.329E-9,2.732E-9,3.197E-9,3.733E-9,4.354E-9,5.072E-9,5.905E-9,6.870E-9,7.989E-9,0.000,151.6E-12,183.8E-12,215.0E-12,249.4E-12,287.8E-12,331.1E-12,380.1E-12,435.7E-12,498.7E-12,570.3E-12,651.5E-12,743.8E-12,1.122E-9,135.3E-12,100.7E-12,111.6E-12,126.8E-12,145.5E-12,167.7E-12,193.8E-12,224.2E-12,259.6E-12,300.7E-12,348.5E-12,403.9E-12,0.000,197.6E3,245.7E3,294.2E3,348.9E3,411.4E3,483.2E3,566.0E3,661.9E3,772.8E3,901.5E3,1.051E6,1.223E6,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18,356.9E-18,355.3E-18,860.8E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18
50.00E-3,0.000,337.0E-3,556.0E-3,595.7E-3,617.5E-3,631.3E-3,640.5E-3,647.1E-3,652.0E-3,655.8E-3,658.8E-3,661.2E-3,663.1E-3,-83.42E-3,-83.48E-3,-83.50E-3,-83.51E-3,-83.52E-3,-83.53E-3,-83.54E-3,-83.54E-3,-83.55E-3,-83.56E-3,-83.57E-3,-83.58E-3,-83.59E-3,0.000,10.02,16.54,17.73,18.38,18.80,19.08,19.28,19.43,19.55,19.65,19.73,19.79,-341.8E-15,-201.9E-12,-249.5E-12,-298.0E-12,-353.3E-12,-417.4E-12,-492.3E-12,-580.1E-12,-683.4E-12,-805.2E-12,-950.8E-12,-1.132E-9,-1.375E-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.74,29.75,29.76,29.77,29.78,29.79,29.80,29.81,29.82,29.83,29.84,29.85,0.000,5.977E-9,7.363E-9,8.756E-9,10.33E-9,12.12E-9,14.19E-9,16.58E-9,19.35E-9,22.55E-9,26.27E-9,30.57E-9,35.57E-9,0.000,652.4E-12,791.3E-12,926.1E-12,1.075E-9,1.241E-9,1.428E-9,1.640E-9,1.881E-9,2.154E-9,2.464E-9,2.817E-9,3.217E-9,4.952E-9,596.2E-12,445.2E-12,494.0E-12,561.8E-12,645.0E-12,743.9E-12,860.0E-12,995.5E-12,1.153E-9,1.337E-9,1.550E-9,1.797E-9,0.000,873.3E3,1.086E6,1.303E6,1.547E6,1.826E6,2.146E6,2.517E6,2.945E6,3.441E6,4.016E6,4.683E6,5.457E6,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,417.9E-18,418.0E-18,418.0E-18,418.0E-18,418.0E-18,418.0E-18,418.0E-18,418.0E-18,418.0E-18,418.0E-18,418.0E-18,418.0E-18,418.0E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18,357.7E-18,356.1E-18,860.8E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18
100.0E-3,0.000,337.2E-3,554.8E-3,594.0E-3,615.7E-3,629.3E-3,638.5E-3,645.1E-3,650.0E-3,653.8E-3,656.8E-3,659.2E-3,661.1E-3,-83.50E-3,-83.56E-3,-83.57E-3,-83.58E-3,-83.59E-3,-83.60E-3,-83.61E-3,-83.62E-3,-83.63E-3,-83.64E-3,-83.65E-3,-83.66E-3,-83.67E-3,0.000,10.07,16.57,17.74,18.40,18.81,19.09,19.29,19.45,19.57,19.66,19.74,19.80,-333.7E-15,-892.8E-12,-1.101E-9,-1.310E-9,-1.548E-9,-1.820E-9,-2.134E-9,-2.499E-9,-2.923E-9,-3.416E-9,-3.991E-9,-4.664E-9,-5.467E-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.86,29.87,29.87,29.88,29.89,29.90,29.91,29.92,29.93,29.94,29.94,29.95,0.000,26.63E-9,32.81E-9,39.04E-9,46.06E-9,54.10E-9,63.36E-9,74.06E-9,86.45E-9,100.8E-9,117.5E-9,136.8E-9,159.2E-9,0.000,2.836E-9,3.440E-9,4.028E-9,4.675E-9,5.401E-9,6.219E-9,7.146E-9,8.198E-9,9.393E-9,10.75E-9,12.29E-9,14.04E-9,22.00E-9,2.645E-9,1.980E-9,2.200E-9,2.504E-9,2.876E-9,3.318E-9,3.838E-9,4.445E-9,5.152E-9,5.974E-9,6.929E-9,8.038E-9,0.000,3.883E6,4.831E6,5.800E6,6.896E6,8.149E6,9.589E6,11.25E6,13.18E6,15.41E6,17.99E6,20.99E6,24.47E6,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18,356.9E-18,860.8E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18
150.0E-3,0.000,337.4E-3,553.8E-3,592.5E-3,614.1E-3,627.7E-3,636.9E-3,643.5E-3,648.4E-3,652.2E-3,655.3E-3,657.8E-3,659.8E-3,-83.58E-3,-83.63E-3,-83.65E-3,-83.66E-3,-83.67E-3,-83.68E-3,-83.69E-3,-83.70E-3,-83.71E-3,-83.72E-3,-83.73E-3,-83.74E-3,-83.75E-3,0.000,10.11,16.60,17.76,18.41,18.83,19.11,19.31,19.46,19.58,19.67,19.75,19.81,-315.2E-15,-3.981E-9,-4.906E-9,-5.839E-9,-6.892E-9,-8.098E-9,-9.489E-9,-11.10E-9,-12.96E-9,-15.12E-9,-17.63E-9,-20.55E-9,-23.95E-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.97,29.97,29.98,29.99,29.99,30.00,30.01,30.01,30.02,30.02,30.03,30.03,0.000,119.3E-9,147.0E-9,174.9E-9,206.5E-9,242.6E-9,284.2E-9,332.3E-9,388.0E-9,452.6E-9,527.5E-9,614.4E-9,715.2E-9,0.000,12.44E-9,15.09E-9,17.67E-9,20.52E-9,23.71E-9,27.31E-9,31.39E-9,36.03E-9,41.29E-9,47.26E-9,54.05E-9,61.76E-9,98.32E-9,11.80E-9,8.855E-9,9.848E-9,11.21E-9,12.89E-9,14.87E-9,17.21E-9,19.94E-9,23.12E-9,26.81E-9,31.10E-9,36.09E-9,0.000,17.36E6,21.59E6,25.94E6,30.88E6,36.53E6,43.03E6,50.53E6,59.20E6,69.26E6,80.92E6,94.45E6,110.1E6,860.9E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,425.5E-18,425.5E-18,425.5E-18,425.5E-18,425.5E-18,425.5E-18,425.5E-18,425.5E-18,425.5E-18,425.5E-18,425.5E-18,425.5E-18,425.5E-18,425.5E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18,357.7E-18,860.9E-18,806.5E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.3E-18,584.6E-18,569.5E-18,555.9E-18,543.6E-18
200.0E-3,0.000,337.7E-3,553.2E-3,591.6E-3,613.1E-3,626.8E-3,636.0E-3,642.7E-3,647.8E-3,651.9E-3,655.1E-3,657.8E-3,660.1E-3,-83.66E-3,-83.71E-3,-83.73E-3,-83.74E-3,-83.75E-3,-83.77E-3,-83.78E-3,-83.79E-3,-83.80E-3,-83.81E-3,-83.82E-3,-83.83E-3,-83.85E-3,0.000,10.15,16.62,17.78,18.42,18.84,19.12,19.32,19.47,19.59,19.68,19.76,19.82,-284.4E-15,-17.85E-9,-22.00E-9,-26.18E-9,-30.90E-9,-36.31E-9,-42.54E-9,-49.75E-9,-58.09E-9,-67.76E-9,-78.97E-9,-91.98E-9,-107.1E-9,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,30.05,30.05,30.05,30.05,30.05,30.05,30.05,30.05,30.05,30.04,30.04,30.03,0.000,536.4E-9,660.9E-9,786.6E-9,928.5E-9,1.091E-6,1.278E-6,1.494E-6,1.745E-6,2.035E-6,2.371E-6,2.760E-6,3.211E-6,0.000,54.92E-9,66.62E-9,78.04E-9,90.63E-9,104.7E-9,120.6E-9,138.7E-9,159.1E-9,182.3E-9,208.6E-9,238.5E-9,272.4E-9,441.2E-9,52.86E-9,39.75E-9,44.25E-9,50.39E-9,57.92E-9,66.86E-9,77.36E-9,89.62E-9,103.9E-9,120.4E-9,139.7E-9,162.0E-9,0.000,77.80E6,96.61E6,116.1E6,138.3E6,163.8E6,193.1E6,226.8E6,265.8E6,311.0E6,363.3E6,424.0E6,494.3E6,861.3E-18,861.1E-18,861.1E-18,861.1E-18,861.1E-18,861.1E-18,861.1E-18,861.1E-18,861.1E-18,861.1E-18,861.1E-18,861.1E-18,861.1E-18,431.4E-18,431.5E-18,431.6E-18,431.6E-18,431.6E-18,431.6E-18,431.6E-18,431.6E-18,431.6E-18,431.6E-18,431.6E-18,431.6E-18,431.6E-18,431.4E-18,421.8E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18,861.3E-18,806.6E-18,761.9E-18,724.4E-18,692.6E-18,665.1E-18,641.2E-18,620.1E-18,601.4E-18,584.7E-18,569.7E-18,556.1E-18,543.7E-18
250.0E-3,0.000,338.0E-3,553.9E-3,592.3E-3,614.2E-3,628.3E-3,638.1E-3,645.4E-3,651.2E-3,656.0E-3,660.2E-3,663.9E-3,667.4E-3,-83.75E-3,-83.81E-3,-83.83E-3,-83.85E-3,-83.86E-3,-83.88E-3,-83.90E-3,-83.91E-3,-83.93E-3,-83.95E-3,-83.98E-3,-84.00E-3,-84.03E-3,0.000,10.16,16.64,17.78,18.43,18.84,19.12,19.32,19.47,19.59,19.68,19.75,19.82,-238.5E-15,-80.24E-9,-98.84E-9,-117.6E-9,-138.8E-9,-163.0E-9,-190.9E-9,-223.1E-9,-260.3E-9,-303.3E-9,-353.1E-9,-410.7E-9,-477.2E-9,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,30.05,30.03,30.02,30.00,29.98,29.96,29.93,29.90,29.86,29.81,29.75,29.69,0.000,2.411E-6,2.968E-6,3.530E-6,4.164E-6,4.887E-6,5.718E-6,6.676E-6,7.780E-6,9.054E-6,10.52E-6,12.22E-6,14.17E-6,0.000,243.1E-9,294.7E-9,345.0E-9,400.3E-9,462.1E-9,531.6E-9,610.1E-9,698.8E-9,798.9E-9,912.0E-9,1.040E-6,1.183E-6,1.982E-6,237.4E-9,178.4E-9,198.5E-9,226.0E-9,259.4E-9,299.1E-9,345.6E-9,399.6E-9,462.3E-9,534.7E-9,618.4E-9,714.9E-9,0.000,343.9E6,426.1E6,511.3E6,608.9E6,720.6E6,848.9E6,996.2E6,1.166E9,1.362E9,1.587E9,1.847E9,2.146E9,863.5E-18,862.6E-18,862.6E-18,862.6E-18,862.6E-18,862.6E-18,862.6E-18,862.6E-18,862.6E-18,862.6E-18,862.6E-18,862.6E-18,862.6E-18,453.5E-18,454.4E-18,454.5E-18,454.5E-18,454.5E-18,454.5E-18,454.5E-18,454.5E-18,454.5E-18,454.5E-18,454.5E-18,454.5E-18,454.5E-18,453.5E-18,425.0E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18,863.5E-18,807.4E-18,762.7E-18,725.2E-18,693.4E-18,665.9E-18,641.9E-18,620.9E-18,602.2E-18,585.5E-18,570.5E-18,556.9E-18,544.5E-18
